support,itemsets
0.0699,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Hour=Hour_18_23'})"
0.0699,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'ProductCD=W', 'Hour=Hour_18_23'})"
0.0691,"frozenset({'Amt=Amt_Low', 'ProductCD=C'})"
0.069,"frozenset({'isFraud=0', 'DeviceType=desktop', 'ProductCD=H', 'Card1=card1_other'})"
0.0689,"frozenset({'DeviceType=desktop', 'Card1=card1_other', 'Hour=Hour_18_23'})"
0.0688,"frozenset({'DeviceType=missing', 'Email=gmail.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.0687,"frozenset({'Amt=Amt_Low', 'ProductCD=H', 'Card1=card1_other'})"
0.0687,"frozenset({'isFraud=0', 'ProductCD=W', 'Amt=Amt_Med', 'Hour=Hour_18_23'})"
0.0687,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.06865,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop'})"
0.06825,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=H', 'Card1=card1_other'})"
0.0681,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing'})"
0.0681,"frozenset({'ProductCD=W', 'Email=gmail.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.06785,"frozenset({'Amt=Amt_Low', 'Hour=Hour_18_23', 'Card1=card1_other', 'DeviceType=missing'})"
0.06745,"frozenset({'Email=missing', 'Hour=Hour_18_23'})"
0.0674,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0669,"frozenset({'Amt=Amt_Low', 'Email=missing'})"
0.0668,"frozenset({'DeviceType=missing', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.0667,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0667,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=gmail.com'})"
0.0667,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0'})"
0.06655,"frozenset({'Email=yahoo.com', 'Hour=Hour_18_23'})"
0.0665,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0665,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Card1=card1_other', 'Hour=Hour_18_23'})"
0.0661,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Amt=Amt_Med'})"
0.0657,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=missing'})"
0.0656,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Hour=Hour_18_23'})"
0.0656,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.06545,"frozenset({'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.0653,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'Hour=Hour_12_17'})"
0.065,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'isFraud=0', 'Email=gmail.com'})"
0.0649,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=gmail.com'})"
0.0649,"frozenset({'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.0649,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'ProductCD=W', 'Email=gmail.com'})"
0.0649,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.0648,"frozenset({'isFraud=0', 'ProductCD=C', 'Card1=card1_other'})"
0.0643,"frozenset({'DeviceType=missing', 'Card1=card1_other', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.0641,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.0641,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'Hour=Hour_18_23'})"
0.06405,"frozenset({'ProductCD=R', 'Card1=card1_other'})"
0.0638,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'Card1=card1_other', 'Hour=Hour_12_17'})"
0.06375,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.06375,"frozenset({'Email=gmail.com', 'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.06375,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'isFraud=0'})"
0.06365,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'Hour=Hour_12_17'})"
0.06365,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.06335,"frozenset({'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.06325,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=gmail.com', 'Amt=Amt_Med'})"
0.06325,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0'})"
0.063,"frozenset({'isFraud=0', 'ProductCD=R', 'Card1=card1_other'})"
0.06295,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0', 'Hour=Hour_18_23'})"
0.06295,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0628,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0628,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.06245,"frozenset({'ProductCD=R', 'DeviceType=desktop'})"
0.06195,"frozenset({'Amt=Amt_Low', 'Email=gmail.com', 'DeviceType=missing', 'Card1=card1_other'})"
0.06195,"frozenset({'isFraud=0', 'ProductCD=R', 'DeviceType=desktop'})"
0.06185,"frozenset({'Email=gmail.com', 'ProductCD=H'})"
0.0615,"frozenset({'Amt=Amt_Low', 'DeviceType=mobile'})"
0.0614,"frozenset({'Email=anonymous.com', 'Card1=card1_other'})"
0.0608,"frozenset({'isFraud=0', 'Email=anonymous.com', 'Card1=card1_other'})"
0.0605,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0'})"
0.0604,"frozenset({'DeviceType=missing', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.0604,"frozenset({'isFraud=0', 'Email=gmail.com', 'ProductCD=H'})"
0.06035,"frozenset({'DeviceType=missing', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.0602,"frozenset({'Hour=Hour_18_23', 'ProductCD=H'})"
0.06015,"frozenset({'Email=yahoo.com', 'Amt=Amt_High'})"
0.0599,"frozenset({'Amt=Amt_Low', 'DeviceType=desktop', 'ProductCD=H'})"
0.0597,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.0597,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.0595,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'DeviceType=desktop', 'ProductCD=H'})"
0.0592,"frozenset({'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H'})"
0.05915,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.05905,"frozenset({'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.059,"frozenset({'DeviceType=missing', 'isFraud=0', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.0589,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Email=gmail.com', 'Card1=card1_other'})"
0.0589,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing'})"
0.05885,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'DeviceType=mobile'})"
0.05885,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Amt=Amt_High'})"
0.0584,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.0584,"frozenset({'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.05835,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.05835,"frozenset({'isFraud=0', 'ProductCD=W', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.05775,"frozenset({'DeviceType=missing', 'Email=missing', 'Hour=Hour_18_23'})"
0.0577,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0'})"
0.0577,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Low', 'isFraud=0'})"
0.0577,"frozenset({'Amt=Amt_Low', 'Email=gmail.com', 'Hour=Hour_18_23'})"
0.0576,"frozenset({'Amt=Amt_Med', 'Card1=card1_other', 'Hour=Hour_0_5'})"
0.0574,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.0574,"frozenset({'Email=gmail.com', 'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0573,"frozenset({'Email=missing', 'Amt=Amt_High'})"
0.0571,"frozenset({'Card1=card1_other', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.05705,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=missing', 'Hour=Hour_18_23'})"
0.05705,"frozenset({'ProductCD=W', 'Email=missing', 'Hour=Hour_18_23'})"
0.05695,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com'})"
0.0568,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.05665,"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.05645,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.05625,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=yahoo.com'})"
0.0562,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.05585,"frozenset({'isFraud=0', 'Email=missing', 'Amt=Amt_High'})"
0.05565,"frozenset({'Email=missing', 'Hour=Hour_12_17'})"
0.05565,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=missing', 'Hour=Hour_18_23'})"
0.05565,"frozenset({'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.05555,"frozenset({'Amt=Amt_Low', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0555,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=gmail.com', 'Hour=Hour_18_23'})"
0.05545,"frozenset({'isFraud=0', 'Card1=card1_other', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.05545,"frozenset({'isFraud=0', 'Card1=card1_other', 'Amt=Amt_Med', 'Hour=Hour_0_5'})"
0.05535,"frozenset({'isFraud=0', 'Card1=card1_other', 'DeviceType=desktop', 'Hour=Hour_12_17'})"
0.0553,"frozenset({'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.05495,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0549,"frozenset({'DeviceType=missing', 'Email=missing', 'Amt=Amt_High'})"
0.0548,"frozenset({'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0547,"frozenset({'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other'})"
0.0545,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=missing', 'Amt=Amt_High'})"
0.0545,"frozenset({'ProductCD=W', 'Email=missing', 'Amt=Amt_High'})"
0.05435,"frozenset({'Email=hotmail.com', 'Card1=card1_other'})"
0.0541,"frozenset({'DeviceType=desktop', 'Amt=Amt_High'})"
0.05405,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Hour=Hour_12_17'})"
0.05385,"frozenset({'Amt=Amt_Low', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.0538,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'Hour=Hour_18_23'})"
0.0538,"frozenset({'ProductCD=C', 'DeviceType=desktop'})"
0.0538,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.05355,"frozenset({'DeviceType=mobile', 'ProductCD=H'})"
0.05345,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Amt=Amt_High'})"
0.05315,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.05305,"frozenset({'ProductCD=W', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Email=missing'})"
0.05305,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=missing', 'Amt=Amt_High'})"
0.05285,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0528,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0528,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_18_23'})"
0.05275,"frozenset({'DeviceType=missing', 'Email=yahoo.com', 'Hour=Hour_18_23'})"
0.0527,"frozenset({'DeviceType=missing', 'Email=yahoo.com', 'Amt=Amt_High'})"
0.0525,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Amt=Amt_High'})"
0.05245,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=yahoo.com', 'Amt=Amt_High'})"
0.05245,"frozenset({'ProductCD=W', 'Email=yahoo.com', 'Amt=Amt_High'})"
0.0524,"frozenset({'Amt=Amt_Low', 'Email=missing', 'Card1=card1_other'})"
0.0523,"frozenset({'Email=missing', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.05225,"frozenset({'ProductCD=W', 'Email=yahoo.com', 'Hour=Hour_18_23'})"
0.05225,"frozenset({'isFraud=0', 'DeviceType=mobile', 'ProductCD=H'})"
0.05225,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=yahoo.com', 'Hour=Hour_18_23'})"
0.0522,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=yahoo.com', 'Hour=Hour_18_23'})"
0.0519,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Hour=Hour_12_17'})"
0.0519,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'ProductCD=W', 'Hour=Hour_12_17'})"
0.0518,"frozenset({'isFraud=0', 'Email=gmail.com', 'DeviceType=desktop', 'Card1=card1_other'})"
0.05175,frozenset({'Email=email_other'})
0.0517,"frozenset({'ProductCD=W', 'Email=yahoo.com', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_18_23'})"
0.0517,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=yahoo.com', 'Hour=Hour_18_23'})"
0.0515,"frozenset({'isFraud=0', 'Email=hotmail.com', 'Card1=card1_other'})"
0.05145,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=yahoo.com', 'Amt=Amt_High'})"
0.05145,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.05145,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Hour=Hour_12_17'})"
0.05135,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Email=gmail.com', 'Card1=card1_other'})"
0.0513,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=missing', 'Card1=card1_other'})"
0.05125,"frozenset({'Amt=Amt_Med', 'DeviceType=desktop', 'Card1=card1_other'})"
0.05125,"frozenset({'isFraud=0', 'Email=email_other'})"
0.0512,"frozenset({'ProductCD=W', 'Email=yahoo.com', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0'})"
0.0512,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=yahoo.com', 'Amt=Amt_High'})"
0.05105,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=W', 'Hour=Hour_12_17'})"
0.05105,"frozenset({'isFraud=0', 'Email=missing', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.05105,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0509,"frozenset({'DeviceType=missing', 'Card1=card1_other', 'Email=gmail.com', 'Hour=Hour_12_17'})"
0.05085,frozenset({'Email=aol.com'})
0.05075,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'ProductCD=W', 'Hour=Hour_12_17'})"
0.05075,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0506,"frozenset({'Email=yahoo.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.05035,"frozenset({'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.0501,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Email=gmail.com', 'Card1=card1_other'})"
0.0501,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing'})"
0.05005,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Hour=Hour_0_5'})"
0.05005,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.05005,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.05005,"frozenset({'ProductCD=H', 'Hour=Hour_12_17'})"
0.05,"frozenset({'isFraud=0', 'Email=aol.com'})"
0.0499,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.0498,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.0498,"frozenset({'ProductCD=W', 'Email=gmail.com', 'Card1=card1_other', 'Hour=Hour_12_17'})"
0.04975,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0'})"
0.04965,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.04965,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=W', 'Hour=Hour_0_5'})"
0.0495,"frozenset({'isFraud=0', 'DeviceType=desktop', 'Amt=Amt_Med', 'Card1=card1_other'})"
0.04945,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Hour=Hour_12_17'})"
0.04895,"frozenset({'isFraud=0', 'ProductCD=H', 'Hour=Hour_12_17'})"
0.0489,"frozenset({'isFraud=0', 'ProductCD=C', 'DeviceType=desktop'})"
0.04885,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.04885,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_12_17'})"
0.04855,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'isFraud=0'})"
0.04855,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0'})"
0.04845,"frozenset({'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other'})"
0.04815,"frozenset({'DeviceType=missing', 'Card1=card1_other', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.048,"frozenset({'isFraud=0', 'ProductCD=R', 'DeviceType=desktop', 'Card1=card1_other'})"
0.0477,"frozenset({'Amt=Amt_Med', 'Email=yahoo.com'})"
0.0475,"frozenset({'Amt=Amt_Low', 'Email=missing', 'DeviceType=missing'})"
0.0472,"frozenset({'Email=gmail.com', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.0471,"frozenset({'Email=gmail.com', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.04705,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'Hour=Hour_0_5'})"
0.047,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=missing', 'DeviceType=missing'})"
0.04695,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'Card1=card1_other'})"
0.0468,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Amt=Amt_Med'})"
0.0466,"frozenset({'ProductCD=R', 'Amt=Amt_High'})"
0.04655,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.04655,"frozenset({'ProductCD=W', 'Email=gmail.com', 'Card1=card1_other', 'Hour=Hour_0_5'})"
0.04635,"frozenset({'DeviceType=missing', 'Card1=card1_other', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.04615,"frozenset({'DeviceType=missing', 'Email=missing', 'Hour=Hour_12_17'})"
0.0461,"frozenset({'Amt=Amt_Med', 'ProductCD=W', 'Hour=Hour_0_5'})"
0.0461,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'ProductCD=W', 'Hour=Hour_0_5'})"
0.04605,"frozenset({'Amt=Amt_Med', 'Email=missing'})"
0.04595,"frozenset({'DeviceType=missing', 'Amt=Amt_Med', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0459,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Email=missing', 'DeviceType=missing'})"
0.0459,"frozenset({'Amt=Amt_Low', 'ProductCD=W', 'Email=missing'})"
0.0458,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'Hour=Hour_0_5'})"
0.0458,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'Hour=Hour_0_5'})"
0.04565,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.04565,"frozenset({'Email=gmail.com', 'ProductCD=W', 'Card1=card1_other', 'isFraud=0', 'Hour=Hour_0_5'})"
0.0456,"frozenset({'Email=yahoo.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.04545,"frozenset({'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.04545,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'ProductCD=W', 'Email=missing'})"
0.04545,"frozenset({'ProductCD=W', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Email=missing'})"
0.0454,"frozenset({'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.04535,"frozenset({'isFraud=0', 'Email=gmail.com', 'Hour=Hour_18_23', 'Amt=Amt_High'})"
0.0452,"frozenset({'isFraud=0', 'ProductCD=R', 'Amt=Amt_High'})"
0.0452,"frozenset({'isFraud=0', 'Email=yahoo.com', 'Amt=Amt_High', 'Card1=card1_other'})"
0.045,"frozenset({'isFraud=0', 'ProductCD=W', 'Amt=Amt_Med', 'Hour=Hour_0_5'})"
0.045,"frozenset({'ProductCD=W', 'Amt=Amt_Med', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.04495,"frozenset({'isFraud=0', 'Email=missing', 'Amt=Amt_Med'})"
0.04485,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_0_5'})"
0.04485,"frozenset({'Amt=Amt_Med', 'ProductCD=H'})"
0.04485,"frozenset({'ProductCD=W', 'Card1=card1_other', 'Amt=Amt_High', 'isFraud=0', 'Hour=Hour_0_5'})"
0.04475,"frozenset({'DeviceType=missing', 'ProductCD=W', 'Email=missing', 'Hour=Hour_12_17'})"
0.04475,"frozenset({'DeviceType=missing', 'Email=missing', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.04475,"frozenset({'ProductCD=W', 'Email=missing', 'Hour=Hour_12_17'})"
0.04465,"frozenset({'Email=gmail.com', 'ProductCD=H', 'Card1=card1_other'})"
0.04435,"frozenset({'Amt=Amt_Low', 'DeviceType=mobile', 'Card1=card1_other'})"
0.0443,"frozenset({'Amt=Amt_Low', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.0443,"frozenset({'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'Email=missing', 'Hour=Hour_18_23'})"
0.0443,"frozenset({'ProductCD=W', 'Email=missing', 'Hour=Hour_18_23', 'Card1=card1_other'})"
0.04425,"frozenset({'isFraud=0', 'Amt=Amt_Med', 'ProductCD=H'})"
0.0441,"frozenset({'ProductCD=W', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_12_17'})"
0.0441,"frozenset({'isFraud=0', 'ProductCD=W', 'Email=missing', 'Hour=Hour_12_17'})"
0.044,"frozenset({'Amt=Amt_Low', 'Email=yahoo.com', 'Card1=card1_other'})"
0.04395,"frozenset({'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.04395,"frozenset({'Amt=Amt_Low', 'Card1=card1_other', 'DeviceType=missing', 'Hour=Hour_12_17'})"
0.04395,"frozenset({'Hour=Hour_18_23', 'ProductCD=H', 'Card1=card1_other'})"
0.04385,"frozenset({'Amt=Amt_Low', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.04365,"frozenset({'ProductCD=W', 'Card1=card1_other', 'DeviceType=missing', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.04365,"frozenset({'ProductCD=W', 'Card1=card1_other', 'isFraud=0', 'Email=missing', 'Hour=Hour_18_23'})"
0.0434,"frozenset({'Card1=card1_other', 'Amt=Amt_Low', 'DeviceType=missing', 'isFraud=0', 'Hour=Hour_12_17'})"
0.04335,"frozenset({'isFraud=0', 'Email=gmail.com', 'ProductCD=H', 'Card1=card1_other'})"
0.04335,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=yahoo.com', 'Card1=card1_other'})"
0.04315,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'Email=gmail.com', 'Hour=Hour_0_5'})"
0.0431,"frozenset({'isFraud=0', 'Hour=Hour_18_23', 'ProductCD=H', 'Card1=card1_other'})"
0.04305,"frozenset({'Amt=Amt_Low', 'ProductCD=C', 'isFraud=0', 'Card1=card1_other'})"
0.04285,"frozenset({'Card1=card1_other', 'DeviceType=desktop', 'Hour=Hour_0_5'})"
0.0428,"frozenset({'Amt=Amt_Low', 'DeviceType=desktop', 'ProductCD=H', 'Card1=card1_other'})"
0.04245,"frozenset({'Amt=Amt_Low', 'isFraud=0', 'DeviceType=desktop', 'Hour=Hour_18_23'})"
0.0424,"frozenset({'Email=missing', 'Amt=Amt_High', 'Card1=card1_other'})"
